EntryID	Reaction	ECNumber	UniProtKB_AC	Organism	pH	parameter.name	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit
6817	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P13774;Q71T02;Q76NM3	Plasmodium falciparum	9.2	kcat_Km	kcat/Km	L-Lactate	5500.0		-	M^(-1)*s^(-1)
6817	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P13774;Q71T02;Q76NM3	Plasmodium falciparum	9.2	A	concentration	L-Lactate	0.1		-	M
6818	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH32	Plasmodium ovale	9.2	Km	Km	L-Lactate	0.093		9E-4	M
6818	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH32	Plasmodium ovale	9.2	A	concentration	L-Lactate	0.1		-	M
6818	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH32	Plasmodium ovale	9.2	kcat_Km	kcat/Km	L-Lactate	266.6667		-	M^(-1)*s^(-1)
6818	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH32	Plasmodium ovale	9.2	B	concentration	NAD+	0.001		-	M
6818	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH32	Plasmodium ovale	9.2	kcat	kcat		25.0		1.333333E0	s^(-1)
6819	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH31	Plasmodium malariae	9.2	kcat_Km	kcat/Km	L-Lactate	3333.333		-	M^(-1)*s^(-1)
6819	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH31	Plasmodium malariae	9.2	B	concentration	NAD+	0.001		-	M
6819	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH31	Plasmodium malariae	9.2	A	concentration	L-Lactate	0.1		-	M
6819	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH31	Plasmodium malariae	9.2	kcat	kcat		38.33333		1.166667E0	s^(-1)
6819	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH31	Plasmodium malariae	9.2	Km	Km	L-Lactate	0.0113		4E-4	M
6820	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH30;Q4PRK9	Plasmodium vivax	9.2	kcat_Km	kcat/Km	L-Lactate	2333.333		-	M^(-1)*s^(-1)
6820	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH30;Q4PRK9	Plasmodium vivax	9.2	kcat	kcat		23.33333		5E-1	s^(-1)
6820	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH30;Q4PRK9	Plasmodium vivax	9.2	Km	Km	L-Lactate	0.0102		7E-4	M
6820	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH30;Q4PRK9	Plasmodium vivax	9.2	B	concentration	NAD+	0.001		-	M
6820	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH30;Q4PRK9	Plasmodium vivax	9.2	A	concentration	L-Lactate	0.1		-	M
6821	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q76NM3;P13774;Q71T02	Plasmodium falciparum	7.5	B	concentration	Pyruvate	0.01		-	M
6821	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q76NM3;P13774;Q71T02	Plasmodium falciparum	7.5	A	concentration	NADH	1.0E-4		-	M
6821	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q76NM3;P13774;Q71T02	Plasmodium falciparum	7.5	kcat	kcat		148.3333		6.666667E0	s^(-1)
6821	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q76NM3;P13774;Q71T02	Plasmodium falciparum	7.5	kcat_Km	kcat/Km	NADH	2.166667E7		-	M^(-1)*s^(-1)
6821	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q76NM3;P13774;Q71T02	Plasmodium falciparum	7.5	Km	Km	NADH	7.0E-6		8E-7	M
6822	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH32	Plasmodium ovale	7.5	kcat_Km	kcat/Km	NADH	3.833333E7		-	M^(-1)*s^(-1)
6822	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH32	Plasmodium ovale	7.5	A	concentration	NADH	1.0E-4		-	M
6822	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH32	Plasmodium ovale	7.5	kcat	kcat		266.6667		5E0	s^(-1)
6822	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH32	Plasmodium ovale	7.5	B	concentration	Pyruvate	0.01		-	M
6822	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH32	Plasmodium ovale	7.5	Km	Km	NADH	1.4E-5		9E-7	M
6823	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH31	Plasmodium malariae	7.5	Km	Km	NADH	9.0E-6		7E-7	M
6823	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH31	Plasmodium malariae	7.5	B	concentration	Pyruvate	0.01		-	M
6823	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH31	Plasmodium malariae	7.5	A	concentration	NADH	1.0E-4		-	M
6823	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH31	Plasmodium malariae	7.5	kcat_Km	kcat/Km	NADH	900000.0		-	M^(-1)*s^(-1)
6823	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH31	Plasmodium malariae	7.5	kcat	kcat		125.0		3.333333E0	s^(-1)
6823	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH31	Plasmodium malariae	7.5	E	concentration	Enzyme			-	-
6824	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH30;Q4PRK9	Plasmodium vivax	7.5	Km	Km	NADH	7.0E-6		1.1E-6	M
6824	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH30;Q4PRK9	Plasmodium vivax	7.5	A	concentration	NADH	1.0E-4		-	M
6824	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH30;Q4PRK9	Plasmodium vivax	7.5	kcat	kcat		126.6667		3.333333E0	s^(-1)
6824	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH30;Q4PRK9	Plasmodium vivax	7.5	B	concentration	Pyruvate	0.01		-	M
6824	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH30;Q4PRK9	Plasmodium vivax	7.5	kcat_Km	kcat/Km	NADH	733333.3		-	M^(-1)*s^(-1)
6825	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P13774;Q76NM3;Q71T02	Plasmodium falciparum	9.2	Km	Km	NAD+	8.6E-5		1E-5	M
6825	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P13774;Q76NM3;Q71T02	Plasmodium falciparum	9.2	kcat_Km	kcat/Km	NAD+	750000.0		-	M^(-1)*s^(-1)
6825	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P13774;Q76NM3;Q71T02	Plasmodium falciparum	9.2	B	concentration	L-Lactate	0.1		-	M
6825	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P13774;Q76NM3;Q71T02	Plasmodium falciparum	9.2	kcat	kcat		65.0		3.333333E0	s^(-1)
6825	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P13774;Q76NM3;Q71T02	Plasmodium falciparum	9.2	A	concentration	NAD+	0.001		-	M
6826	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH32	Plasmodium ovale	9.2	A	concentration	NAD+	0.001		-	M
6826	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH32	Plasmodium ovale	9.2	kcat_Km	kcat/Km	NAD+	80000.0		-	M^(-1)*s^(-1)
6826	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH32	Plasmodium ovale	9.2	B	concentration	L-Lactate	0.1		-	M
6826	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH32	Plasmodium ovale	9.2	Km	Km	NAD+	3.11E-4		1.7E-5	M
6826	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH32	Plasmodium ovale	9.2	kcat	kcat		25.0		5E0	s^(-1)
6827	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH31	Plasmodium malariae	9.2	kcat_Km	kcat/Km	NAD+	266666.7		-	M^(-1)*s^(-1)
6827	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH31	Plasmodium malariae	9.2	Km	Km	NAD+	1.43E-4		1.1E-5	M
6827	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH31	Plasmodium malariae	9.2	B	concentration	L-Lactate	0.1		-	M
6827	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH31	Plasmodium malariae	9.2	kcat	kcat		38.33333		8.333333E-1	s^(-1)
6827	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH31	Plasmodium malariae	9.2	A	concentration	NAD+	0.001		-	M
6828	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH30;Q4PRK9	Plasmodium vivax	9.2	kcat_Km	kcat/Km	NAD+	150000.0		-	M^(-1)*s^(-1)
6828	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH30;Q4PRK9	Plasmodium vivax	9.2	A	concentration	NAD+	0.001		-	M
6828	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH30;Q4PRK9	Plasmodium vivax	9.2	kcat	kcat		23.33333		3.333333E0	s^(-1)
6828	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH30;Q4PRK9	Plasmodium vivax	9.2	B	concentration	L-Lactate	0.1		-	M
6828	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6JH30;Q4PRK9	Plasmodium vivax	9.2	Km	Km	NAD+	1.55E-4		8E-6	M
6829	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q71T02;P13774;Q76NM3	Plasmodium falciparum	9.2	kcat_Km	kcat/Km	APAD+	2000000.0		-	M^(-1)*s^(-1)
6829	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q71T02;P13774;Q76NM3	Plasmodium falciparum	9.2	kcat	kcat		250.0		3.333333E1	s^(-1)
6829	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q71T02;P13774;Q76NM3	Plasmodium falciparum	9.2	A	concentration	APAD+			-	-
6829	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q71T02;P13774;Q76NM3	Plasmodium falciparum	9.2	B	concentration	L-Lactate	0.1		-	M
6829	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q71T02;P13774;Q76NM3	Plasmodium falciparum	9.2	Km	Km	APAD+	1.23E-4		4E-6	M
6830	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q6JH32	Plasmodium ovale	9.2	Km	Km	APAD+	4.08E-4		2.6E-5	M
6830	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q6JH32	Plasmodium ovale	9.2	A	concentration	APAD+			-	-
6830	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q6JH32	Plasmodium ovale	9.2	kcat_Km	kcat/Km	APAD+	383333.3		-	M^(-1)*s^(-1)
6830	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q6JH32	Plasmodium ovale	9.2	kcat	kcat		153.3333		5E0	s^(-1)
6830	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q6JH32	Plasmodium ovale	9.2	B	concentration	L-Lactate	0.1		-	M
6831	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q6JH31	Plasmodium malariae	9.2	Km	Km	APAD+	1.68E-4		1.2E-5	M
6831	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q6JH31	Plasmodium malariae	9.2	A	concentration	APAD+			-	-
6831	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q6JH31	Plasmodium malariae	9.2	kcat_Km	kcat/Km	APAD+	1333333.0		-	M^(-1)*s^(-1)
6831	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q6JH31	Plasmodium malariae	9.2	B	concentration	L-Lactate	0.1		-	M
6831	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q6JH31	Plasmodium malariae	9.2	E	concentration	Enzyme			-	-
6831	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q6JH31	Plasmodium malariae	9.2	kcat	kcat		233.3333		5E0	s^(-1)
6832	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q4PRK9;Q6JH30	Plasmodium vivax	9.2	Km	Km	APAD+	1.82E-4		1.3E-5	M
6832	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q4PRK9;Q6JH30	Plasmodium vivax	9.2	kcat_Km	kcat/Km	APAD+	1833333.0		-	M^(-1)*s^(-1)
6832	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q4PRK9;Q6JH30	Plasmodium vivax	9.2	B	concentration	L-Lactate	0.1		-	M
6832	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q4PRK9;Q6JH30	Plasmodium vivax	9.2	A	concentration	APAD+			-	-
6832	L-Lactate + 3-Acetylpyridine-adenine dinucleotide = H+ + Pyruvate + Reduced 3-acetylpyridine-adenine dinucleotide	1.1.1.27	Q4PRK9;Q6JH30	Plasmodium vivax	9.2	kcat	kcat		333.3333		6.666667E0	s^(-1)
7051	L-Lactate + Hexacyanoferrate(III) = Pyruvate + Hexacyanoferrate(II)	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	kcat	kcat		20.6		2E0	s^(-1)
7051	L-Lactate + Hexacyanoferrate(III) = Pyruvate + Hexacyanoferrate(II)	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	kcatKm	kcat/Km	L-Lactate	6400.0		1.4E3	M^(-1)*s^(-1)
7051	L-Lactate + Hexacyanoferrate(III) = Pyruvate + Hexacyanoferrate(II)	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	B	concentration	Ferricyanide	0.001		-	M
7051	L-Lactate + Hexacyanoferrate(III) = Pyruvate + Hexacyanoferrate(II)	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	Km	Km	L-Lactate	0.0032		4E-4	M
7052	L-Lactate + Ferricytochrome c = Pyruvate + Ferrocytochrome c	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	kcat	kcat		16.5		4E-1	s^(-1)
7052	L-Lactate + Ferricytochrome c = Pyruvate + Ferrocytochrome c	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	Km	Km	Ferricytochrome c	7.4E-5		8E-6	M
7052	L-Lactate + Ferricytochrome c = Pyruvate + Ferrocytochrome c	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	B	concentration	L-Lactate	0.04		-	M
7053	L-Lactate + Hexacyanoferrate(III) = Pyruvate + Hexacyanoferrate(II)	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	Km	Km	L-Lactate	0.0043		4E-4	M
7053	L-Lactate + Hexacyanoferrate(III) = Pyruvate + Hexacyanoferrate(II)	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	A	concentration	Ferricyanide	0.001		-	M
7053	L-Lactate + Hexacyanoferrate(III) = Pyruvate + Hexacyanoferrate(II)	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	kcat	kcat		4.7		4E-1	s^(-1)
7053	L-Lactate + Hexacyanoferrate(III) = Pyruvate + Hexacyanoferrate(II)	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	kcatKm	kcat/Km	L-Lactate	1100.0		2E2	M^(-1)*s^(-1)
7054	Hexacyanoferrate(III) + L-Phenyllactate = Hexacyanoferrate(II) + Phenylpyruvate	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	kcat	kcat		6.0		2E-1	s^(-1)
7054	Hexacyanoferrate(III) + L-Phenyllactate = Hexacyanoferrate(II) + Phenylpyruvate	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	Km	Km	L-Phenyllactate	0.00143		5E-5	M
7054	Hexacyanoferrate(III) + L-Phenyllactate = Hexacyanoferrate(II) + Phenylpyruvate	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	A	concentration	Ferricyanide	0.002		-	M
7054	Hexacyanoferrate(III) + L-Phenyllactate = Hexacyanoferrate(II) + Phenylpyruvate	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	kcatKm	kcat/Km	L-Phenyllactate	4200.0		2E2	M^(-1)*s^(-1)
7055	L-Lactate + Hexacyanoferrate(III) = Pyruvate + Hexacyanoferrate(II)	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	A	concentration	Ferricyanide	0.002		-	M
7055	L-Lactate + Hexacyanoferrate(III) = Pyruvate + Hexacyanoferrate(II)	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	Ki	Ki	Sulfite	1.9E-6		6E-7	M
7056	L-Lactate + Hexacyanoferrate(III) = Pyruvate + Hexacyanoferrate(II)	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	Ki	Ki	D-Lactate	0.0067		7E-4	M
7056	L-Lactate + Hexacyanoferrate(III) = Pyruvate + Hexacyanoferrate(II)	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	A	concentration	Ferricyanide	0.002		-	M
7057	L-Lactate + Hexacyanoferrate(III) = Pyruvate + Hexacyanoferrate(II)	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	Ki	Ki	(S)-Mandelate	0.001		3E-4	M
7057	L-Lactate + Hexacyanoferrate(III) = Pyruvate + Hexacyanoferrate(II)	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	A	concentration	Ferricyanide	0.002		-	M
7058	L-Lactate + Hexacyanoferrate(III) = Pyruvate + Hexacyanoferrate(II)	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	I	concentration	Pyruvate	0.0	0.05	-	M
7058	L-Lactate + Hexacyanoferrate(III) = Pyruvate + Hexacyanoferrate(II)	1.1.2.3	P00175	Saccharomyces cerevisiae	7.0	Ki	Ki	Pyruvate	0.0392		2.9E-3	M
